comment,eng,neg,neu,pos,com,ncr1Vadr,ncr2Vadr,ncr1Hand,ncr2Hand
"now that Orangeidiots is out, when the IRS finally investigate for federal tax crimes? 
they could go back decades to show tax crime history and convict for current years  
Whole family probably could be convicted federally",TRUE,0.091,0.909,0,-0.5423,1,1,1,1
"NJ has a couple, just started dating. It was an icy cold night. I believe they slid off the road into one of Jersey's many ponds. They've never been found. Their children, parents, siblings all need answers. I don't think it was foul play just a freak, sad accident.",TRUE,0.161,0.796,0.042,-0.7717,1,1,1,1
Stop showing his stupid face. He needs to disappear into obscurity.,TRUE,0.484,0.516,0,-0.7579,1,1,1,1
That store owner was dumb af for bringing out a weapon she wasn’t prepared to use. Could have been killed.,TRUE,0.358,0.573,0.068,-0.8442,1,1,1,1
Why would you chase a kid who has a gun? No one wants to ask that question?,TRUE,0.248,0.752,0,-0.6072,1,1,1,1
I just don't understand how the trump chumps can even play that song when trump is doing his all to bring it down 4 ever.  UNBELIEVABLE.,TRUE,0,0.83,0.17,0.6037,0,0,0,0
There is no way he can win in 2024 except through illegal actions of the republicans.,TRUE,0.257,0.575,0.168,-0.25,1,1,1,1
Fauci,TRUE,0,1,0,0,0,0,0,0
Your an embarrassment. You dont even know anything. All republican s are idiots,TRUE,0.195,0.805,0,-0.4404,1,1,1,1
Look  at all the crying Liberals in the comments because he said no more black pastors.  The same people who were silent when Biden called them Negroes.,TRUE,0.175,0.825,0,-0.6486,1,1,1,1
"You all have been wrong for over a year just to chase your false narrative to support your agenda. You’re absolutely appalling. There is not any one “news” station (if you can even be called that) that is better at dividing and poisoning our beautiful country. Love that you’ve had to back pedal when you actually had to see the facts. I support fair and equal justice not saying “He goes to prison because he’s a white right winger.” That’s some extreme Russian communist shit. Never did I think people would want such an authoritarian regime to be their overlords. Please stop peddling your shit cause you do nothing but make folk hate each other with your REAL extremism.  

https://youtu.be/YFCVqRFZvSQ",TRUE,0.142,0.735,0.124,-0.6735,1,1,1,1
If loser have a face that's the incels,TRUE,0.327,0.673,0,-0.5267,1,1,1,1
"If they worked hard, saved and took loans...Well then yes, they should be able to keep their homes and neighbourhood as it was/is.

Middle class will always be focused in that regard ...it's just predisposition...you are in the middle.

As an example in France: In some cities we had major changes in the late 60's and 70's; it's when France started building massive social welfare infrastructures. Under socialism they decided to mix communities, destroy older single homes and bring down prices in certain areas.

You need to help others, but you need to do it over time...not so fast and also read between the lines as so many promoters out there are rubbing their hands with local officials.",TRUE,0.028,0.9,0.073,0.5423,0,1,0,0
Don't care.,FALSE,0.724,0.276,0,-0.3875,1,1,1,1
how can   you not say  autonomus zone.. I like this guy but Jesus Christ. Bugs me.,TRUE,0,0.896,0.104,0.1901,0,0,0,0
They put themselves in this position.,TRUE,0,1,0,0,0,0,0,0
"(nearly 4 million people will die).  Really? Could have had me fooled.  We have too many people already.  How many millions die from cigarette smoking, DUI's, auto accidents, the common cold and the list goes on.  IF you want to take the shot, go ahead.  Don't tell those who don't want it that they have to get it.  ""My body, my Choice"" works BOTH WAYS.  You cannot use the same crap term/belief only when it's convenient for you.",TRUE,0.186,0.799,0.015,-0.9351,1,1,1,1
"I do not believe in distorting news but for every one of these misdeeds by fox news, you guys are responsible for 10...
You should practice what you preach...",TRUE,0,0.861,0.139,0.5199,0,0,0,0
Joe Rogan graduated from Trump University Medical School.,TRUE,0,1,0,0,0,0,0,0
The left probably paid these morons to harass Joe Manchin,TRUE,0.407,0.593,0,-0.6705,1,1,1,1
"Specifics matter FAR more than ideals.
The global economic web is incredibly intricate and without some hardline policies dictating the spending power of the west,(albeit at the expense of the rest(sorry but survival of the world comes first))which so far cop26 is failing to deliver(we have more trees now than in 1960), billions(and animals in the trillions) will pay the price.
 -------FULL embargo on any country not going 0 fossil fuel in 10 years:  nuclear works and has done for decades 
 ------ FULL ban in 5 years on any animal products:  I love meat but not at the cost of all life in the future
 ------ GLOBAL CITIZENSHIP: it will take a few generations but free migration of all is inevitable to avoid ideological tribalism with one global secular system of law (200 years)
 ------ Mankind to live in cities, leaving 70% of land surface to nature (15% farming, plant based can support 15 billion(more with innovations to come), 15% for cities/suburbs) within 50 years.
ITS TIME TO SACRIFICE NOW FOR THE FUTURE OF OUR GRANDCHILDREN & OUR PLANET",TRUE,0.069,0.843,0.089,0.4741,0,1,0,0
🇺🇸I thank God I live in the Free State of Florida. Masks and shot are optional. Open since always. No B lack L ooter M arxists and Auntie Queefas burning and looting. Another day in paradise.😉,TRUE,0.043,0.608,0.349,0.9392,0,1,1,1
Lock him up and let him do his legal shenanigans behind bars,TRUE,0,0.88,0.12,0.128,0,0,0,0
I’m so disappointed by CNN after what you reported about Ethiopia 🇪🇹. Every report was false . Now I understand why they call you fake news.,TRUE,0.213,0.787,0,-0.7574,1,1,1,1
"Republican state , No rules, No vaccines 💉, no mask 😷 and unlimited drugs. It’s a free to die concert 🤷🏽‍♀️🤦🏽‍♀️.",FALSE,0.182,0.703,0.114,-0.4788,1,1,1,1
American justice system is garbage the judges are bought out and have their own agendas obviously this court case was rigged from the start prosecutor doesn't even have the chance to prosecute what a joke f*** America I hope Russia bombs us all,TRUE,0.099,0.702,0.199,0.6486,0,1,0,0
This is MURDER,TRUE,0.731,0.269,0,-0.7531,1,1,1,1
UNSUBSCRIBE TO BIAS REPORTING SEND A MESSAGE,TRUE,0.189,0.811,0,-0.1027,1,1,1,1
Poor woman what a dick leaving ur wife for a woman who probably will leave u soon. She carried ur children she deserves more respect 🤦🏻‍♀️,TRUE,0.195,0.718,0.087,-0.4951,1,1,1,1
Colin Powell was a true statesman and a servant to our country Thank you for your service and God rest your Spirit and soul.,TRUE,0,0.687,0.313,0.7964,0,0,0,0
Like black mirror☻,FALSE,0,0.444,0.556,0.3612,0,0,0,0
Working with you ☝️is the best thing that as ever happened too me you helped me and my husband with your legitimate and reliable working software that generate Bitcoins you saved me from fake videos and software and saved me from a lot of debt you are such a wonderful person and adorable??,TRUE,0.079,0.679,0.241,0.9092,0,1,0,0
"Tigray has 6 million, but Ethiopia is 120 million country!",TRUE,0,1,0,0,0,0,0,0
Spread the word about God,TRUE,0,0.656,0.344,0.2732,0,0,0,0
"Don't forget, this was during Covid.",TRUE,0,0.75,0.25,0.1695,0,0,0,0
R.I.P CANCER SUCKSSSS,TRUE,0.688,0.312,0,-0.6597,1,1,1,1
"Friends like that, I do not  want or need.",TRUE,0.095,0.468,0.437,0.6573,0,1,1,1
Why film yourself? She just wants attention ewww,TRUE,0,1,0,0,0,0,1,1
Dems selected Eeyore and that's mean to Eeyore.,TRUE,0,1,0,0,0,0,0,0
"That Lawyer, (In Canelo's voice) ""Pay day, Pay day.""",TRUE,0.286,0.714,0,-0.2023,1,1,1,1
she better lose her damn job and license.... despicable behavior..,TRUE,0.353,0.458,0.19,-0.3612,1,1,1,1
This bill will never pass because it’s all lives can’t be honest for a minute despicable,TRUE,0,0.82,0.18,0.5106,0,0,1,1
Lol hope that type of color don't protest for pushing him to the finish line,TRUE,0,0.617,0.383,0.7536,0,0,0,0
Tucker never disappoints👏,FALSE,0,0.647,0.353,0.2924,0,0,0,0
That looks like a sad future,TRUE,0.323,0.417,0.26,-0.1531,1,1,1,1
"Liberals and left: We oppose the right because they're intolerant and against inclusivity.
Conservatives and right wing: Wrong! We tolerate and are inclusive of violence, authoritarianism, racism, sexual misconduct, disinformation and corruption _as long as the practitioner is conservative._",TRUE,0.244,0.756,0,-0.9117,1,1,1,1
"So yeah, let's get aaron rogdgers fired. That'll work out well for the left in wisconsin come election time.",TRUE,0.149,0.661,0.19,-0.0018,1,1,1,1
BLM CO FOUNDER SAYS ON LIVE TV THERES GONNA BE BLOODSHED ON THE STREETS A DIRECT THREAT NO ARREST NO NOTHING,TRUE,0.134,0.711,0.155,-0.122,1,1,1,1
"£2k is not expensive for something like this, at all. I know that the olympic bows cost considerably more.
In fact, if you put this into the context of most hobbies I do this would be a cheap one. Bonsai, photography, climbing, cycling etc.",TRUE,0,0.945,0.055,0.3612,0,0,0,0
"Bannon got Dejoy to send usps police to arrest him for defrauding millions from build the wall, this before election so Trump could pardon",TRUE,0.089,0.816,0.095,0.0422,0,1,0,0
"The simple solution is to replant the trees we cut down over the past hundred years. But, no one talks about that because it will destroy the solar industry.",TRUE,0.255,0.699,0.046,-0.8151,1,1,1,1
So only less than 10% will be earmarked for real infrastructure which means greater than 90% is actually non-infrastructure. FJB,TRUE,0,0.884,0.116,0.3612,0,0,0,0
They did that on purpose 🤔,TRUE,0,1,0,0,0,0,0,0
This judge was appointed by a DemonRat … not a Republican and he still seems to care about justice … that is very rare in a DemonRat appointed judge. If the judge in this case was appointed by Obama … this innocent kid would be judged by a bitter racist and be heading for execution.,TRUE,0.103,0.756,0.141,0.3716,0,1,1,1
🤣 Where would we all be without Anderson to school us daily?,TRUE,0,0.824,0.176,0.4939,0,0,0,0
What happened to the republican party? It hit skid-row.,TRUE,0,0.748,0.252,0.4019,0,0,0,0
Social media is to blame!,TRUE,0.402,0.598,0,-0.4003,1,1,0,0
"CNN:
if you play the footage backwards, you can clearly see Kyle chasing Rosenbaum. Case closed.
lol",TRUE,0,0.639,0.361,0.7845,0,0,0,0
I live in Surrey England,TRUE,0,1,0,0,0,0,0,0
FJB,TRUE,0,1,0,0,0,0,1,1
"Beef up 20 percent? Dosen't bother me. I've been eating nothing but brown rice, fruits and vegetables for years, and at 67 I have the energy to practice karate an hour a day. Obviously no protein deficiency. Adele Davis has repudiated food combining, because recent research proves our bodies can produce any amino acids missing from vegan meals.",TRUE,0.088,0.847,0.065,-0.3468,1,1,1,1
"It's called a satanic sacrifice, and NBC has got some Lucy  members as well",TRUE,0,0.861,0.139,0.2732,0,0,1,1
Stop them at all cost from entering the EU,TRUE,0.216,0.784,0,-0.296,1,1,1,1
Travis's fault he knew people had already been dying they told him to cut his set short but instead he played the entire set. He could have at least tried to calm down the festival but no actions were taken by him.,TRUE,0.118,0.685,0.197,0.7311,0,1,1,1
"Hi democrat, your kids are going to be nothing's after this administration",TRUE,0,1,0,0,0,0,1,1
I hope the workers receive a reasonable wage for this.,TRUE,0,0.756,0.244,0.4404,0,0,0,0
"Oh, is this the news??? I thought I was watching a Commercial/Advertisment for the Covid vacc.",TRUE,0,1,0,0,0,0,0,0
You can’t take any environmental people serious until they they start hammering China and India in their carbon out put. FJB!,TRUE,0.074,0.926,0,-0.1511,1,1,1,1
Well we all know what side the judge is working for,TRUE,0,0.826,0.174,0.2732,0,0,0,0
Don’t forget about the skit about cannibalism,TRUE,0.241,0.759,0,-0.2263,1,1,1,1
Trump is a fraud,TRUE,0.559,0.441,0,-0.5859,1,1,1,1
CNN - constantly negative news - find one positive article.  Sad liberals are mentally ill,TRUE,0.397,0.455,0.149,-0.7184,1,1,1,1
Manchin is the biggest sell out of our time,TRUE,0,1,0,0,0,0,1,1
"The peninsula is NIMBY central. I live there (and am lucky to be able to) and the hypocrisy and virtue signaling can be downright nauseating at times.

It’s worth noting that East Palo Alto is where they stash the poor people, but that’s a video in and of itself.",TRUE,0.072,0.829,0.099,0.1112,0,1,0,0
It’s funny when the story doesn’t fit their narrative it’s a quick to the point clip.,TRUE,0,0.722,0.278,0.6597,0,0,0,0
"Biden, his son and his family is banking in millions from China so of course he can careless about the American people.  We're just gonna suffer with prices going through the roof and he's smiling....",TRUE,0.146,0.78,0.073,-0.4588,1,1,1,1
Comey and Brennan are also guilty.,TRUE,0.359,0.641,0,-0.4215,1,1,1,1
These subpoenas are useless unless we start prosecuting these anti democracy traitors!,TRUE,0.35,0.65,0,-0.6588,1,1,1,1
Using your child as a lab rat is poor parenting.,TRUE,0.256,0.744,0,-0.4767,1,1,1,1
"@Mike Pompeo:
For hypersonic missile of China or may be Morocco,tis come from the sky from Almighty God:
When you make me unhappy,tis is what happen to you both:
From Chapter Al Rahmane
 يُرْسَلُ عَلَيْكُمَا شُوَاظٌ مِّن نَّارٍ وَنُحَاسٌ فَلَا تَنتَصِرَانِ (35",FALSE,0,0.951,0.049,0.2732,0,0,0,0
The Cancun Baffoon,TRUE,0,1,0,0,0,0,1,1
"First and foremost, we are still in a pandemic so it's pretty Dumb to be having and participating in these large concerts where everyone to anyone is smashed together and you don't know who's vaccinated or not and even if they did check for covid cards, who's to say they were checking for fakes. Secondly these night time concerts and security guards should not allow people ages under 18 or below to attend these. Thirdly you expect parents to think better but usually the youunger ones are immature and don't think about these consequences of bringing kids of these concerts. And what if bad words or content were spouted?! Is that how you want to educate your kids?! I just don't get it. Everyone is culpable for those that seek pleasures and those that provide them. Not all pleasures are bad, but this one just shows bad judgement on all parties involved. They need to live with what they sow.",TRUE,0.128,0.792,0.079,-0.9017,1,1,1,1
"I don't get it! Many of Americas' staunchest enemies are absolutely ecstatic that America is letting this punk, Trump,and his STOOGES destroy its' democratic institutions, like the rule of law and the peaceful transfer of power...and a segment of this population is okay with this as well.",TRUE,0.111,0.664,0.225,0.7082,0,1,0,0
Yowww the concert wasn't stopped,TRUE,0,0.706,0.294,0.1695,0,0,0,0
"If alien sees this, they will do sucide",TRUE,0,1,0,0,0,0,0,0
shame on joe,FALSE,0.608,0.392,0,-0.4767,1,1,1,1
Osha is for safety at work.So they think the virus is that deadly .If it was we'd all be dead. All Dictators. Wtf Biden loved his mentor of the Kkk.But people voted for him and say he's not Racist Trump was.Idiots,TRUE,0.15,0.666,0.184,0.2071,0,1,0,0
Biden CARTEL will steal every dime like they did with 40% of donations to Hillery's 2016 campaign,TRUE,0.155,0.725,0.121,-0.1779,1,1,1,1
"Biden tells companies to defy the stay and keep up the mandates. 

Just like when the Supreme Court 3 times struck down rent moratoriums and Biden ignored them  - apparently the courts don't apply to him. He should be in jail for contempt and impeached.",TRUE,0.149,0.738,0.113,-0.25,1,1,1,1
Only 25 years my gosh justice so blind...should be 25 X 13 for each of their siblings....they should be locked up for life in chains ans starved the same way they did to their kids....,TRUE,0.09,0.825,0.085,-0.0516,1,1,1,1
"If that were in the Philippines happens Good luck, even if you are in jail, the prisoners will beat that guy. Worst of all, President Duterte will slap you not physically but believe me an embarrassment. If ever that type of concert happens here it will be forbidden forever. You will be banned in additional a case for the particular person. My heartfelt condolences to the families of the victims, hopefully, it will serve as a lesson to the people who they idolized. I'm pissed off the way Travis said ""my fans are my world correct me if I'm wrong what he said.... But it was wrong! I disagreed with what he said that, if he meant that his fans his world, from the first place he commences to stop the concert. Very unprofessional. Putang Ina mo Travis Scott. Hindi tama ang ginawa mo. Mabuti na lang my daughter doesn't like your music and even the other artist who doesn't have a good intention to the fans being as a role model to the youth. Sa mga kabataan diyan, decide what's best for you.",TRUE,0.214,0.703,0.083,-0.9857,1,1,1,1
This is a paid political program. It is not news or truth. It is political satire for your amusement. Don't forget to contribute to the republican grifters so the actors and writers get paid.,TRUE,0.053,0.835,0.112,0.2969,0,1,0,0
CNN Legal Analysts or activists?,TRUE,0,0.727,0.273,0.128,0,0,0,0
These guys are so delusional. Spending our money on socialist programs is not an achievement. Nobody wants it except cnn and progressives. Inflation is out of control.,TRUE,0,1,0,0,0,0,0,0
My prayers goes to family 🙏,TRUE,0,1,0,0,0,0,0,0
She is a good person.  Her party affilitation has nothing to do with her integrity.  ;),TRUE,0,0.543,0.457,0.8442,0,0,0,0
I don’t care about LeBron‘s tweet who cares because he’s a black man and a celebrity you care that boy‘s mother took him to a town that he didn’t live he’s a minor he should’ve been there walking around with a gun and every officer and soldier that saw him is irresponsible because if it was a black kid walking like that they would’ve shot him on site sick of these fake So let’s really be a real it’s not about LeBron,TRUE,0.12,0.758,0.122,0.0516,0,1,0,0
What was the cause of this?y,TRUE,0,1,0,0,0,0,0,0
my 4 year old cousin has fewer tantrums than this judge. what a baby,TRUE,0.161,0.839,0,-0.3612,1,1,1,1
Free Kyle,TRUE,0,0.233,0.767,0.5106,0,0,0,0
Ana just loves to go on an estrogen laced bitch rant.,TRUE,0.346,0.447,0.207,-0.3612,1,1,1,1
Immigration my ass there's 20 million people sitting on there ass...it's a goverment problem,TRUE,0.341,0.659,0,-0.7351,1,1,1,1
He has no idea of what’s going on.,TRUE,0.239,0.761,0,-0.296,1,1,0,0
To focus on starving children in Ethiopia would have to look at why despite the money we send to those countries they still are starving. But they don't want that because it leads to government and private sector corruption in those countries. And tribalism.,TRUE,0.111,0.889,0,-0.4824,1,1,1,1
"this anchor is a joke in USA? hahahahaaha
bizarre",TRUE,0.2,0.609,0.191,-0.0258,1,1,1,1
When the police are told to stand down law abiding citizens need to stand up to fill the void...period...end of sentence.,TRUE,0,0.939,0.061,0.0772,0,0,0,0
"Sounds like there is no back to normal scenario anymore. Even for ppl with two shots, they will become the reason for new measures when they are booster hesitant.",TRUE,0.128,0.795,0.076,-0.1779,1,1,1,1
"Poor Greta, she looks like they've got her on Beta blockers and move her about in a pet transport cage.",TRUE,0.131,0.763,0.106,-0.1531,1,1,1,1
I will personally vote for you if you run for presidency Ben,TRUE,0,1,0,0,0,0,0,0
"That was disrespectful because she represents America or supposed to anyhow, she released a cackling idiot",TRUE,0.18,0.82,0,-0.5106,1,1,1,1
It is terrible. 😭,TRUE,0.608,0.392,0,-0.7351,1,1,1,1
She were correct because white women don't go to jail.,TRUE,0,1,0,0,0,0,1,1
🌎needs another Gandhi,TRUE,0,1,0,0,0,0,0,0
💙👍🙏👍🙏👍💙,FALSE,0,0.588,0.412,0.8555,0,0,0,0
Because of dirt jobs and Mike Rowe I’m chasing my blue collar dreams and loving every minute of wouldn’t change a minute of it thank you for showing the world what it means to be blue collar,TRUE,0.054,0.742,0.204,0.7717,0,1,0,0
"Finally  TikTok did something  right
I'm so happy that girl is safe",TRUE,0,0.567,0.433,0.8244,0,0,0,0
"BREAKING NEWS
P C R  test is to collect your D N A  data, well done everyone for handing it over to them, Now they have you all on record. GENIUS Of Them Wouldn't You Say",TRUE,0,0.943,0.057,0.2732,0,0,0,0
Thank you Virginia,FALSE,0,0.444,0.556,0.3612,0,0,0,0
$26 billion? They could of solved world hunger. Ask the UN,TRUE,0.153,0.687,0.16,0.0258,0,1,0,0
"CRT would have you remember that a black person owning a gun is more likely to cause fear to a police officer, than if they were white, and there are factual scientific and outcome statistics on that....
CRT is going nowhere, you can use it as an anti-Black political bogeyman, but ultimately and by large as far as racist/biased laws and outcomes that profile races exist, it's GOING NO WHERE SOON....
There is another theory---learning to live with difficult issues, THE DISCOMFORT THEORY....",TRUE,0.168,0.832,0,-0.9408,1,1,1,1
The NYT sees what’s coming in 2022 and is gently applying pressure to the rudder.,TRUE,0.121,0.714,0.165,0.2023,0,1,0,0
Jeez… how stupid is that thing with the cowboy hat ….,TRUE,0.254,0.746,0,-0.5267,1,1,1,1
It's Fat Gus!!,TRUE,0,1,0,0,0,0,1,1
America is finished!! We’ve been warned!! Accept it!!,TRUE,0.177,0.506,0.317,0.3956,0,1,1,1
The teachers are steeped in this racist ideology and it comes out in the classroom even with 6 year olds.,TRUE,0.2,0.8,0,-0.6956,1,1,1,1
That's one man who needs to learn the benefits of masturbation cause he's not able to get laid by either sexes.,TRUE,0,0.885,0.115,0.3818,0,0,1,1
Inflation is 100% on Biden.,TRUE,0,1,0,0,0,0,1,1
"I want to warn everyone that all those people assaulting Polish border from Belarus are not just “migrants” and “refugees” running from war or political persecution, but well-organized by Putin and Lukashenko mercenaries and outlaws that know what they do. Some of them even speak Russian quite good. Do you really thing that all of that people that transported to Belarus by several flights per day of governmental Belarusian air company are simple migrants? They are Putin’s weapon against Europe formally ruled by Lukashenko",TRUE,0.093,0.847,0.059,-0.287,1,1,1,1
Republicans and Democrats are two wings of the same bird. Every election we have to choose between two slave owners we're still on the plantation y'all. We're not free if those people are still in charge.,TRUE,0.072,0.928,0,-0.4023,1,1,1,1
"He can also be subpoenaed again after this incident is decided.  Now he has knowledge beyond the previous lawyers advice, and his decision would be his own.  This process can continue and repeat until he testifies, or he can just keep racking up the charges.",TRUE,0.046,0.954,0,-0.2732,1,1,1,1
"What does it matter if the witness said favorable things about the defendant or not? His video spoke for itself. It only revealed what took place. No matter if he loved the defendant, it only showed what happened.",TRUE,0.025,0.788,0.188,0.7921,0,1,0,0
I'm loving this.,TRUE,0,0.339,0.661,0.5994,0,0,0,0
Your giant round Moon for a head is a huge slogan,TRUE,0,0.813,0.187,0.3182,0,0,1,1
"FIRST IT WAS JOHN MCCAINS BOUGHT AND PAID FOR DOSSIES. KEEP YOUR FACTS AND TRUTH STRAIGHT, REPUBLICAN IN NAME ONLY DEMOCRAT MODERATE JOHN MCCAIN HATED TRUMP AND WAS OUT TO GET TRUMP BEFORE TRUMP COULD TAKE HIS CORRUPT ARSE DOWN FOR HIS TREASON CRIMES DURING VIETNAM WAR OF MCCAINS INCOMPETENCE, DERELICTION, COOPERATING WITH THE ENEMY. MCCAIN COULDN'T FLY ANY BETTER THAN A CROP DUSTER AKA DIRT EATER WEED KILLER.",TRUE,0.299,0.655,0.047,-0.9742,1,1,1,1
I think travis enjoyed watching this. He feels like an idol watching the crowd lose it under his influence. Its sick but i think its a dark pleasure.,TRUE,0.111,0.64,0.249,0.714,0,1,0,0
